id,status,urgency,category,category_ar,client_username,client_name,client_phone,worker_username,worker_name,worker_phone,address,latitude,longitude,commission,created_at,accepted_at,completed_at,cancelled_at
17804,IN_PROGRESS,URGENT,كهرباء,كهرباء,user3341,Mahmoud Nabil,01061074556,user2869,Fatma Adel,01019916592,24 St,22.606255,27.279338,203.95,2025-07-18 14:53:49,2025-07-18 16:53:49,,
17805,COMPLETED,URGENT,نجاره,نجاره,user2620,Amany Tawfik,01082329115,user4437,Salma Gamal,01011746396,76 St,22.887079,36.933215,166.63,2025-05-05 17:04:44,2025-05-05 21:04:44,2025-05-06 06:04:44,
17806,COMPLETED,NORMAL,نجاره,نجاره,user3971,Noha Naguib,01023128472,user4107,Rania Hassan,01075512214,126 St,29.552095,31.469268,46.78,2025-03-18 15:20:36,2025-03-18 17:20:36,2025-03-19 08:20:36,
17807,IN_PROGRESS,HIGH,خدمات منزليه,خدمات منزليه,user21,Ali Gamal,01011980765,user2414,Mohamed Ahmed,01012307688,130 St,27.517088,36.662412,240.61,2025-07-03 09:56:17,2025-07-03 11:56:17,,
17808,CANCELLED,URGENT,كهرباء,كهرباء,user2042,Hend Tawfik,01015244248,user3671,Amr Rashad,01063420935,20 St,25.100049,32.120321,61.41,2024-09-12 23:01:59,2024-09-13 05:01:59,,2024-09-13 09:01:59
17809,IN_PROGRESS,HIGH,خدمات منزليه,خدمات منزليه,user4498,Ghada Ahmed,01065515326,user71,Mostafa Gamal,01098641164,107 St,23.037614,34.505056,237.37,2024-12-19 10:17:02,2024-12-19 12:17:02,,
17810,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user1346,Ibrahim Mostafa,01086760300,user3401,Dina Nabil,01025229580,142 St,27.41762,27.512361,267.95,2025-04-17 05:58:33,2025-04-17 11:58:33,2025-04-17 21:58:33,
17811,COMPLETED,NORMAL,نجاره,نجاره,user878,Ibrahim Said,01010714575,user2596,Sherif Youssef,01084471877,178 St,28.39354,26.653533,275.84,2024-09-08 05:50:32,2024-09-08 08:50:32,2024-09-08 12:50:32,
17812,COMPLETED,URGENT,كهرباء,كهرباء,user3066,Ibrahim Nabil,01043124745,user1483,Mostafa Fouad,01058883349,,28.401894,25.71724,207.59,2025-01-27 03:46:22,2025-01-27 10:46:22,2025-01-27 23:46:22,
17813,COMPLETED,NORMAL,نجاره,نجاره,user4751,Ibrahim Mohamed,01075124912,user67,Ali Yasser,01026948946,176 St,22.312694,29.501122,126.14,2025-10-23 08:59:00,2025-10-23 13:59:00,2025-10-24 05:59:00,
17814,COMPLETED,URGENT,كهرباء,كهرباء,user1320,Mohamed Hamdy,01042987512,user4973,Ibrahim Mohamed,01048619202,96 St,23.730567,34.527776,82.55,2026-02-04 11:37:57,2026-02-04 15:37:57,2026-02-05 13:37:57,
17815,COMPLETED,URGENT,كهرباء,كهرباء,user4843,Mona Mohamed,01060721410,user4551,Mohamed Shaker,01014331117,124 St,22.630731,30.612504,290.33,2026-04-11 22:19:11,2026-04-12 02:19:11,2026-04-12 04:19:11,
17816,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user285,Mariam Hassan,01086086168,user4486,Hend Omar,01079267766,26 St,22.047874,36.990891,65.18,2026-04-22 22:05:42,2026-04-23 01:05:42,2026-04-23 12:05:42,
17817,COMPLETED,URGENT,سباكه,سباكه,user4066,Karim Tawfik,01085732526,user2121,Sara Shaker,01030974708,16 St,30.40944,27.371503,258.69,2024-07-27 10:24:49,2024-07-27 14:24:49,2024-07-28 11:24:49,
17818,COMPLETED,HIGH,كهرباء,كهرباء,user2422,Samar Tawfik,01041343627,user3923,Ghada Khaled,01027076619,35 St,29.999677,33.965836,55.19,2026-04-09 22:50:08,2026-04-10 00:50:08,2026-04-10 18:50:08,
17819,COMPLETED,NORMAL,كهرباء,كهرباء,user2784,Hussein Nabil,01058432777,user2616,Fatma Omar,01012913715,185 St,26.255781,27.059805,31.97,2025-08-03 02:44:48,2025-08-03 06:44:48,2025-08-03 17:44:48,
17820,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user872,Tarek Adel,01089643778,user2709,Mona Nabil,01097059278,70 St,26.413643,32.971367,146.37,2025-01-23 02:34:54,2025-01-23 06:34:54,2025-01-24 06:34:54,
17821,COMPLETED,HIGH,نجاره,نجاره,user1556,Sara Omar,01026678492,user1874,Khaled Fahmy,01037083170,132 St,26.507481,29.773831,190.99,2025-07-09 15:19:08,2025-07-09 22:19:08,2025-07-10 03:19:08,
17822,PENDING,NORMAL,خدمات منزليه,خدمات منزليه,user4292,Salma Gamal,01032101323,user3511,Emad Hatem,01042417091,,24.068808,27.246316,231.47,2024-10-30 01:43:13,,,
17823,CANCELLED,URGENT,سباكه,سباكه,user4283,Mona Ibrahim,01037049748,user2726,Shaimaa Hassan,01027829404,49 St,28.607065,28.945255,169.08,2024-08-04 19:41:14,2024-08-04 21:41:14,,2024-08-04 22:41:14
17824,IN_PROGRESS,HIGH,خدمات منزليه,خدمات منزليه,user1708,Ibrahim Fouad,01084250773,user585,Ghada Shaker,01063769608,155 St,29.269287,29.804554,196.2,2024-11-07 19:20:03,2024-11-08 01:20:03,,
17825,PENDING,HIGH,نجاره,نجاره,user336,Emad Hassan,01058368724,user2953,Hany Gamal,01065021554,,23.09787,32.880643,290.88,2026-04-11 09:10:39,,,
17826,COMPLETED,NORMAL,نجاره,نجاره,user1050,Maha Hatem,01062872219,user1072,Yasmin Rashad,01075257692,,23.903967,25.443641,61.78,2025-08-15 22:23:43,2025-08-16 01:23:43,2025-08-16 15:23:43,
17827,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user4110,Karim Mohamed,01016031589,user4814,Samar Ibrahim,01015642912,,31.38505,34.76514,257.08,2025-04-01 23:39:40,2025-04-02 03:39:40,2025-04-02 09:39:40,
17828,IN_PROGRESS,NORMAL,سباكه,سباكه,user89,Hussein Shaker,01081621574,user104,Yasmin Gamal,01075679047,184 St,28.879643,25.17908,211.06,2025-08-29 08:02:33,2025-08-29 08:02:33,,
17829,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user4554,Aya Hamdy,01056987143,user2880,Laila Mostafa,01040974297,163 St,23.685738,32.368211,45.4,2026-02-04 21:57:02,2026-02-05 05:57:02,2026-02-05 23:57:02,
17830,CANCELLED,URGENT,نجاره,نجاره,user2827,Hend Adel,01023175241,user3293,Yasmin Rashad,01034986881,145 St,30.7849,26.875977,264.77,2026-02-26 04:34:19,2026-02-26 07:34:19,,2026-02-26 11:34:19
17831,CANCELLED,URGENT,سباكه,سباكه,user3570,Fatma Mohamed,01089851895,user841,Tarek Naguib,01031791910,,29.959886,36.800404,193.27,2024-06-24 01:00:48,2024-06-24 07:00:48,,2024-06-24 11:00:48
17832,CANCELLED,URGENT,كهرباء,كهرباء,user2450,Samar Kamel,01055745053,user435,Hany Said,01071036720,27 St,25.884475,33.242295,120.4,2026-02-22 03:58:05,2026-02-22 03:58:05,,2026-02-22 05:58:05
17833,COMPLETED,URGENT,نجاره,نجاره,user3554,Shaimaa Gamal,01087214802,user3131,Reem Adel,01069735019,142 St,29.073502,29.405733,124.3,2024-06-17 02:59:04,2024-06-17 05:59:04,2024-06-17 17:59:04,
17834,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user3486,Mariam Hamdy,01075974746,user4045,Mona Ibrahim,01082778537,81 St,27.878719,35.925648,93.98,2025-11-07 06:27:23,2025-11-07 06:27:23,2025-11-07 13:27:23,
17835,COMPLETED,URGENT,كهرباء,كهرباء,user739,Ghada Youssef,01097370696,user380,Laila Rashad,01084300459,164 St,26.926319,35.567943,53.68,2024-08-04 14:56:35,2024-08-04 22:56:35,2024-08-05 21:56:35,
17836,IN_PROGRESS,NORMAL,سباكه,سباكه,user11,Nadia Said,01081016525,user1521,Dina Adel,01065486192,20 St,31.11475,36.216788,59.47,2025-11-17 20:09:35,2025-11-18 01:09:35,,
17837,COMPLETED,HIGH,كهرباء,كهرباء,user1475,Ibrahim Hassan,01059226631,user806,Amr Ahmed,01054325475,107 St,22.010694,32.887789,52.49,2025-10-24 01:59:34,2025-10-24 06:59:34,2025-10-25 02:59:34,
17838,COMPLETED,URGENT,كهرباء,كهرباء,user1339,Khaled Youssef,01099778757,user3816,Ibrahim Tawfik,01039201777,53 St,23.258115,36.378825,56.53,2025-05-29 16:18:25,2025-05-29 23:18:25,2025-05-30 00:18:25,
17839,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user4321,Ghada Hatem,01026014825,user2121,Sara Shaker,01030974708,,30.705803,36.570874,279.33,2026-01-24 09:29:34,2026-01-24 15:29:34,2026-01-25 03:29:34,
17840,PENDING,URGENT,كهرباء,كهرباء,user3953,Fatma Khaled,01036301942,user2263,Amr Hussein,01064341068,70 St,31.271564,36.211719,226.45,2024-08-08 20:19:45,,,
17841,PENDING,HIGH,خدمات منزليه,خدمات منزليه,user2422,Samar Tawfik,01041343627,user3643,Rania Fouad,01056526560,3 St,31.369901,29.34056,201.79,2024-06-05 21:06:36,,,
17842,COMPLETED,URGENT,كهرباء,كهرباء,user1037,Dina Mostafa,01066439314,user1961,Mahmoud Shaker,01099490648,148 St,28.041263,30.65127,70.62,2024-09-22 02:13:25,2024-09-22 03:13:25,2024-09-22 04:13:25,
17843,COMPLETED,URGENT,سباكه,سباكه,user1423,Sara Hamdy,01040161549,user3378,Sara Hussein,01071212493,82 St,29.465903,26.469426,28.43,2024-08-08 12:09:58,2024-08-08 12:09:58,2024-08-09 10:09:58,
17844,CANCELLED,HIGH,نجاره,نجاره,user1066,Mohamed Yasser,01061959009,user57,Sara Rashad,01089470029,112 St,25.628125,28.832844,279.91,2025-12-31 05:14:38,2025-12-31 13:14:38,,2025-12-31 14:14:38
17845,COMPLETED,NORMAL,كهرباء,كهرباء,user3985,Amany Fahmy,01019836409,user13,Mona Gamal,01036697396,189 St,28.557797,30.672814,265.63,2025-09-25 13:37:39,2025-09-25 15:37:39,2025-09-26 01:37:39,
17846,CANCELLED,HIGH,نجاره,نجاره,user1570,Mohamed Kamel,01065703402,user513,Ibrahim Naguib,01028456645,63 St,26.377246,30.380651,174.23,2025-12-14 08:58:03,2025-12-14 08:58:03,,2025-12-14 09:58:03
17847,PENDING,NORMAL,خدمات منزليه,خدمات منزليه,user482,Noha Hassan,01050789378,user2569,Ibrahim Hussein,01081012764,,26.843063,35.348264,157.05,2025-10-22 20:12:50,,,
17848,COMPLETED,HIGH,سباكه,سباكه,user1982,Omar Ali,01084470967,user399,Ghada Adel,01050446607,61 St,26.38443,32.375061,285.81,2025-09-13 08:58:24,2025-09-13 11:58:24,2025-09-13 22:58:24,
17849,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user2271,Hend Rashad,01063475800,user1350,Rania Fahmy,01089431668,135 St,25.124648,32.738869,41.69,2025-03-17 09:17:05,2025-03-17 09:17:05,2025-03-17 17:17:05,
17850,COMPLETED,HIGH,نجاره,نجاره,user2407,Karim Ali,01095653922,user540,Laila Ahmed,01023187101,68 St,29.457125,31.033623,147.57,2025-10-18 15:03:54,2025-10-18 18:03:54,2025-10-19 17:03:54,
17851,PENDING,NORMAL,خدمات منزليه,خدمات منزليه,user2580,Tarek Hatem,01074767335,user2060,Ali Omar,01013158362,27 St,29.764329,29.80109,126.79,2026-01-25 03:39:55,,,
17852,PENDING,NORMAL,خدمات منزليه,خدمات منزليه,user3638,Rania Mohamed,01099482460,user2338,Amr Kamel,01026827538,12 St,26.342955,26.592504,94.54,2024-09-29 19:20:01,,,
17853,CANCELLED,HIGH,نجاره,نجاره,user599,Tarek Ahmed,01073674613,user1463,Hassan Ahmed,01060724233,59 St,25.738272,26.399067,148.83,2025-02-02 07:58:48,2025-02-02 11:58:48,,2025-02-02 11:58:48
17854,COMPLETED,NORMAL,خدمات منزليه,خدمات منزليه,user3303,Ali Ahmed,01052155837,user4314,Emad Youssef,01095058581,70 St,22.321959,36.71981,144.12,2025-08-24 14:34:43,2025-08-24 21:34:43,2025-08-25 20:34:43,
17855,COMPLETED,HIGH,نجاره,نجاره,user2935,Ahmed Fouad,01088837549,user4086,Fatma Khaled,01022298178,172 St,30.292957,32.90995,208.87,2026-01-14 00:55:12,2026-01-14 00:55:12,2026-01-14 18:55:12,
17856,COMPLETED,NORMAL,سباكه,سباكه,user3924,Shaimaa Nabil,01051483913,user3877,Ali Shaker,01025475831,,24.76138,30.649842,42.97,2025-07-19 17:21:40,2025-07-19 19:21:40,2025-07-20 19:21:40,
17857,COMPLETED,URGENT,كهرباء,كهرباء,user483,Reem Naguib,01080624297,user3630,Youssef Hatem,01014216463,80 St,27.523402,35.373793,151.41,2026-03-03 16:14:18,2026-03-03 21:14:18,2026-03-04 21:14:18,
17858,COMPLETED,URGENT,نجاره,نجاره,user3746,Rania Gamal,01044479284,user4544,Fatma Hamdy,01034468537,84 St,24.063854,28.168236,288.41,2026-03-27 20:30:04,2026-03-28 03:30:04,2026-03-28 04:30:04,
17859,PENDING,NORMAL,كهرباء,كهرباء,user2991,Khaled Mostafa,01076483420,user566,Samar Yasser,01072930506,142 St,30.555779,36.187069,178.24,2026-04-24 04:14:29,,,
17860,COMPLETED,NORMAL,نجاره,نجاره,user2566,Rania Khaled,01090561864,user4269,Samar Naguib,01045087446,24 St,29.303262,29.499093,64.95,2025-09-13 08:53:16,2025-09-13 10:53:16,2025-09-14 10:53:16,
17861,IN_PROGRESS,HIGH,كهرباء,كهرباء,user1529,Reem Shaker,01067824109,user4940,Ahmed Naguib,01068568611,166 St,30.096617,27.022293,146.21,2026-05-20 12:10:03,2026-05-20 14:10:03,,
17862,PENDING,URGENT,نجاره,نجاره,user713,Fatma Said,01055813124,user4424,Nadia Rashad,01038292455,,24.823505,28.091671,97.23,2024-12-21 18:17:31,,,
17863,PENDING,NORMAL,سباكه,سباكه,user745,Youssef Yasser,01025940510,user2363,Ali Mostafa,01097914631,116 St,28.127764,34.11452,151.36,2026-02-15 03:53:55,,,
17864,COMPLETED,HIGH,كهرباء,كهرباء,user1003,Hassan Fouad,01065710942,user4962,Khaled Hussein,01042661775,,24.30315,34.551332,87.57,2024-07-24 12:28:49,2024-07-24 14:28:49,2024-07-25 03:28:49,
17865,COMPLETED,URGENT,سباكه,سباكه,user1833,Tarek Ibrahim,01029710954,user4864,Samar Fouad,01045020235,,26.039098,30.12884,187.69,2026-01-04 04:27:51,2026-01-04 11:27:51,2026-01-05 06:27:51,
17866,PENDING,URGENT,كهرباء,كهرباء,user3827,Hend Omar,01072850820,user710,Mona Khaled,01049658873,,22.379518,27.649916,77.21,2025-08-02 06:06:02,,,
17867,PENDING,NORMAL,كهرباء,كهرباء,user1518,Yasmin Youssef,01070005324,user3013,Maha Hamdy,01010973502,63 St,28.822445,33.30502,71.02,2026-02-09 05:11:38,,,
17868,PENDING,HIGH,كهرباء,كهرباء,user3088,Aya Yasser,01076515217,user142,Hend Adel,01031751079,,23.270682,32.836823,54.2,2024-11-23 22:29:23,,,
17869,COMPLETED,URGENT,كهرباء,كهرباء,user2570,Mariam Omar,01066413822,user1366,Shaimaa Hamdy,01045702898,4 St,30.076117,36.555397,219.31,2025-02-21 21:10:18,2025-02-21 21:10:18,2025-02-22 13:10:18,
17870,COMPLETED,URGENT,كهرباء,كهرباء,user2702,Youssef Ibrahim,01057971671,user3935,Ibrahim Rashad,01030985503,15 St,29.796568,32.287971,54.65,2025-10-25 21:37:09,2025-10-26 02:37:09,2025-10-26 22:37:09,
17871,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user492,Tarek Khaled,01090839556,user3546,Maha Omar,01044201583,,22.888783,31.673758,176.18,2025-05-30 01:47:04,2025-05-30 06:47:04,2025-05-30 16:47:04,
17872,CANCELLED,HIGH,خدمات منزليه,خدمات منزليه,user4216,Hany Hamdy,01011703582,user2034,Mostafa Hatem,01096107758,130 St,30.394651,29.907535,24.66,2026-02-08 20:40:29,2026-02-08 21:40:29,,2026-02-09 00:40:29
17873,COMPLETED,HIGH,نجاره,نجاره,user3351,Samar Omar,01016655503,user2420,Mariam Kamel,01012799227,66 St,28.194395,32.428771,251.46,2025-08-19 18:59:19,2025-08-19 19:59:19,2025-08-20 06:59:19,
17874,COMPLETED,URGENT,كهرباء,كهرباء,user3213,Mariam Hatem,01036235439,user1741,Omar Ibrahim,01035977719,,24.570698,25.40499,135.69,2025-05-10 05:50:01,2025-05-10 08:50:01,2025-05-10 15:50:01,
17875,CANCELLED,URGENT,سباكه,سباكه,user2374,Dina Gamal,01066149681,user1053,Karim Mohamed,01061550809,183 St,25.171991,34.52761,230.42,2025-06-27 16:47:32,2025-06-28 00:47:32,,2025-06-28 02:47:32
17876,COMPLETED,NORMAL,سباكه,سباكه,user916,Reem Nabil,01027157313,user803,Dina Shaker,01052020192,,23.937696,29.327497,238.77,2025-03-16 11:12:55,2025-03-16 17:12:55,2025-03-17 07:12:55,
17877,CANCELLED,NORMAL,نجاره,نجاره,user2571,Dina Tawfik,01041719323,user4376,Hany Kamel,01049865086,150 St,24.703606,31.144294,74.4,2024-12-13 01:17:44,2024-12-13 09:17:44,,2024-12-13 13:17:44
17878,COMPLETED,URGENT,خدمات منزليه,خدمات منزليه,user2019,Ghada Hamdy,01010982850,user4722,Fatma Hamdy,01066052158,53 St,24.779211,36.772713,24.81,2025-05-15 12:11:53,2025-05-15 12:11:53,2025-05-16 12:11:53,
17879,PENDING,HIGH,خدمات منزليه,خدمات منزليه,user932,Mohamed Hassan,01049827566,user4121,Dina Said,01095288990,19 St,26.571403,35.111069,84.04,2024-11-14 05:53:56,,,
17880,CANCELLED,URGENT,سباكه,سباكه,user4742,Khaled Hussein,01058869996,user4880,Mohamed Kamel,01085620939,,25.161109,30.665713,280.65,2025-09-30 03:04:49,2025-09-30 06:04:49,,2025-09-30 07:04:49
17881,PENDING,HIGH,سباكه,سباكه,user4520,Sara Omar,01064151667,user4764,Hassan Hatem,01089124666,66 St,28.863903,34.219654,163.43,2024-08-20 10:34:45,,,
17882,PENDING,HIGH,كهرباء,كهرباء,user2941,Dina Hamdy,01022605652,user99,Maha Mohamed,01074672520,193 St,29.482314,26.145797,238.22,2024-11-30 19:09:23,,,
17883,CANCELLED,NORMAL,سباكه,سباكه,user4523,Nadia Hassan,01029020211,user2430,Hany Ibrahim,01082185025,92 St,30.593339,31.722999,250.63,2025-12-07 00:27:15,2025-12-07 02:27:15,,2025-12-07 04:27:15
17884,CANCELLED,URGENT,خدمات منزليه,خدمات منزليه,user454,Noha Hamdy,01034680787,user1035,Amr Hatem,01043557176,,30.785366,25.199869,63.75,2025-08-16 14:08:00,2025-08-16 17:08:00,,2025-08-16 18:08:00
17885,IN_PROGRESS,NORMAL,خدمات منزليه,خدمات منزليه,user2523,Tarek Gamal,01061598902,user3758,Salma Ibrahim,01042763169,185 St,26.294655,36.294956,230.18,2025-07-09 22:14:22,2025-07-10 01:14:22,,
17886,IN_PROGRESS,URGENT,سباكه,سباكه,user2686,Reem Hatem,01031320523,user3000,Ghada Tawfik,01019382555,139 St,25.593644,26.298272,151.22,2026-01-14 18:50:32,2026-01-14 20:50:32,,
17887,PENDING,URGENT,نجاره,نجاره,user4429,Sara Omar,01067520586,user437,Nadia Kamel,01042651583,132 St,27.512813,34.177017,92.4,2025-01-01 17:13:17,,,
17888,CANCELLED,HIGH,سباكه,سباكه,user2998,Amany Mohamed,01054677235,user3374,Omar Hatem,01071662308,,23.234951,28.822105,74.45,2025-09-04 22:02:07,2025-09-05 04:02:07,,2025-09-05 05:02:07
17889,COMPLETED,HIGH,خدمات منزليه,خدمات منزليه,user4123,Ahmed Hatem,01016410920,user1535,Mohamed Nabil,01094182224,162 St,24.469023,35.965645,52.13,2025-04-07 11:19:19,2025-04-07 15:19:19,2025-04-07 23:19:19,
17890,COMPLETED,HIGH,سباكه,سباكه,user1458,Dina Mostafa,01072182980,user1944,Mostafa Fouad,01021180576,198 St,26.909839,36.017344,88.82,2025-11-05 15:39:59,2025-11-05 23:39:59,2025-11-06 05:39:59,
17891,IN_PROGRESS,URGENT,سباكه,سباكه,user655,Shaimaa Adel,01071020042,user1375,Khaled Youssef,01041542991,89 St,28.671828,27.651898,109.8,2024-07-09 05:42:23,2024-07-09 05:42:23,,
17892,COMPLETED,NORMAL,كهرباء,كهرباء,user2073,Omar Yasser,01081295976,user1293,Noha Tawfik,01036121315,,28.473587,32.599105,156.14,2026-01-07 11:01:02,2026-01-07 16:01:02,2026-01-08 04:01:02,
17893,PENDING,URGENT,كهرباء,كهرباء,user2984,Mona Said,01058743864,user211,Mona Ahmed,01079961132,,27.251251,29.172892,180.52,2024-08-20 12:11:14,,,
17894,COMPLETED,NORMAL,سباكه,سباكه,user229,Ibrahim Shaker,01037804291,user4610,Omar Said,01081436260,,23.027907,27.691744,92.22,2024-08-17 10:40:17,2024-08-17 15:40:17,2024-08-18 12:40:17,
17895,COMPLETED,HIGH,سباكه,سباكه,user449,Sara Youssef,01018057946,user3144,Yasmin Yasser,01077332514,199 St,28.990619,27.639249,98.25,2024-12-06 11:55:36,2024-12-06 17:55:36,2024-12-06 20:55:36,
17896,COMPLETED,NORMAL,سباكه,سباكه,user878,Ibrahim Said,01010714575,user3539,Sara Tawfik,01060638442,,30.563813,29.538552,75.17,2025-12-01 02:45:55,2025-12-01 08:45:55,2025-12-01 21:45:55,
17897,COMPLETED,HIGH,سباكه,سباكه,user4957,Mona Khaled,01053803070,user4983,Maha Yasser,01033367943,144 St,26.15294,28.271343,191.51,2024-07-08 21:43:42,2024-07-08 22:43:42,2024-07-09 00:43:42,
17898,PENDING,HIGH,نجاره,نجاره,user4342,Khaled Yasser,01010117495,user4611,Mona Fahmy,01040144463,161 St,30.541546,27.808567,24.73,2026-02-18 15:29:14,,,
17899,COMPLETED,NORMAL,سباكه,سباكه,user4547,Maha Fahmy,01051808750,user4922,Aya Mohamed,01096969960,,31.106864,29.928928,25.34,2025-12-09 20:55:21,2025-12-10 03:55:21,2025-12-10 05:55:21,
17900,COMPLETED,URGENT,سباكه,سباكه,user1502,Fatma Hussein,01057703861,user4765,Sherif Ali,01041021015,160 St,30.667569,29.239258,291.96,2024-12-16 22:46:38,2024-12-17 05:46:38,2024-12-17 16:46:38,
17901,PENDING,URGENT,خدمات منزليه,خدمات منزليه,user1079,Emad Yasser,01086649413,user1483,Mostafa Fouad,01058883349,120 St,25.394638,26.490199,244.19,2024-08-18 00:18:15,,,
17902,PENDING,HIGH,خدمات منزليه,خدمات منزليه,user889,Ibrahim Mostafa,01081361168,user3462,Mahmoud Hatem,01044795990,45 St,26.788027,31.407865,90.88,2025-08-09 01:58:34,,,
17903,COMPLETED,URGENT,سباكه,سباكه,user1971,Amany Shaker,01041106335,user1163,Amr Ahmed,01017220926,172 St,23.842108,36.30051,266.65,2026-03-23 06:57:07,2026-03-23 06:57:07,2026-03-23 09:57:07,
17904,CANCELLED,HIGH,نجاره,نجاره,user2217,Reem Ahmed,01021432003,user1161,Samar Fouad,01050288578,64 St,25.434494,26.337197,78.28,2026-01-26 21:15:09,2026-01-26 21:15:09,,2026-01-26 21:15:09
17905,IN_PROGRESS,URGENT,خدمات منزليه,خدمات منزليه,user1731,Ali Youssef,01054829000,user1483,Mostafa Fouad,01058883349,,22.054303,29.562863,257.74,2026-03-07 14:17:59,2026-03-07 19:17:59,,
17906,COMPLETED,URGENT,كهرباء,كهرباء,user739,Ghada Youssef,01097370696,user1606,Dina Fouad,01056300448,,25.568626,34.47848,270.82,2026-02-15 09:47:02,2026-02-15 11:47:02,2026-02-15 12:47:02,
17907,IN_PROGRESS,URGENT,سباكه,سباكه,user926,Khaled Hamdy,01068237550,user3994,Ahmed Kamel,01012488563,199 St,24.228412,28.77272,213.75,2025-02-08 03:34:36,2025-02-08 05:34:36,,
17908,COMPLETED,HIGH,كهرباء,كهرباء,user1050,Maha Hatem,01062872219,user4094,Maha Fouad,01091463656,141 St,30.582298,32.151622,147.58,2025-03-04 04:34:05,2025-03-04 12:34:05,2025-03-04 13:34:05,
17909,COMPLETED,NORMAL,نجاره,نجاره,user909,Khaled Tawfik,01036795696,user704,Mostafa Hassan,01047977444,,28.880325,35.100961,167.1,2025-02-03 16:10:17,2025-02-03 22:10:17,2025-02-04 08:10:17,
17910,COMPLETED,HIGH,نجاره,نجاره,user2059,Mohamed Fahmy,01063362652,user1421,Hend Ahmed,01019126002,95 St,23.137495,29.162368,99.03,2025-01-18 08:25:30,2025-01-18 16:25:30,2025-01-19 01:25:30,
17911,CANCELLED,HIGH,كهرباء,كهرباء,user4892,Samar Adel,01095920732,user1864,Aya Omar,01056453576,49 St,23.835138,26.203907,160.46,2025-03-07 05:43:57,2025-03-07 08:43:57,,2025-03-07 08:43:57
17912,IN_PROGRESS,NORMAL,نجاره,نجاره,user560,Aya Hatem,01011557295,user784,Ghada Hussein,01095973808,68 St,29.835372,30.479117,191.24,2025-06-16 17:00:21,2025-06-16 19:00:21,,
17913,CANCELLED,URGENT,خدمات منزليه,خدمات منزليه,user2105,Ahmed Hamdy,01060633228,user1222,Sara Hassan,01057460993,91 St,23.75399,30.989923,36.57,2025-09-23 21:18:57,2025-09-24 02:18:57,,2025-09-24 04:18:57
17914,CANCELLED,NORMAL,خدمات منزليه,خدمات منزليه,user1438,Youssef Ibrahim,01092427437,user4090,Ahmed Ali,01038013399,166 St,25.540306,25.665054,44.04,2025-07-10 05:08:35,2025-07-10 13:08:35,,2025-07-10 14:08:35
17915,COMPLETED,URGENT,نجاره,نجاره,user293,Noha Tawfik,01059995026,user705,Sherif Mohamed,01063541768,155 St,22.919891,35.087592,79.88,2024-08-07 12:53:26,2024-08-07 17:53:26,2024-08-08 07:53:26,
17916,PENDING,NORMAL,سباكه,سباكه,user3778,Omar Tawfik,01053178224,user3433,Aya Gamal,01012777998,13 St,27.539202,30.262788,296.78,2024-09-09 20:26:09,,,
17917,COMPLETED,HIGH,سباكه,سباكه,user3281,Khaled Gamal,01088294032,user2982,Hussein Hussein,01092223102,,31.187077,36.597667,294.26,2025-01-22 23:23:56,2025-01-23 04:23:56,2025-01-23 22:23:56,
17918,COMPLETED,HIGH,نجاره,نجاره,user3110,Mona Nabil,01029338017,user1696,Yasmin Naguib,01049274257,89 St,25.562407,36.707293,186.76,2025-11-21 07:11:18,2025-11-21 10:11:18,2025-11-22 10:11:18,
17919,CANCELLED,URGENT,كهرباء,كهرباء,user1933,Laila Omar,01017850078,user925,Sherif Gamal,01083937567,103 St,29.415895,36.07503,175.37,2025-01-17 03:01:56,2025-01-17 03:01:56,,2025-01-17 06:01:56
17920,IN_PROGRESS,URGENT,سباكه,سباكه,user757,Emad Said,01076166580,user2153,Ibrahim Ibrahim,01048257465,45 St,31.429918,30.010351,296.52,2024-08-10 09:24:12,2024-08-10 16:24:12,,
17921,IN_PROGRESS,HIGH,كهرباء,كهرباء,user1424,Emad Said,01076724126,user2612,Hany Fahmy,01097738800,,25.971929,25.204691,106.8,2025-05-14 05:43:42,2025-05-14 09:43:42,,
17922,PENDING,HIGH,سباكه,سباكه,user3864,Hassan Mostafa,01021219525,user1161,Samar Fouad,01050288578,,23.267891,32.893866,215.55,2025-10-12 20:38:01,,,
17923,COMPLETED,URGENT,كهرباء,كهرباء,user558,Salma Mostafa,01047877483,user1850,Hany Hamdy,01027724374,191 St,27.039552,35.00158,31.58,2025-08-18 21:19:58,2025-08-19 05:19:58,2025-08-20 05:19:58,
17924,PENDING,URGENT,نجاره,نجاره,user3943,Hany Hussein,01097803243,user3537,Amany Hatem,01089409621,,25.065468,35.351314,25.6,2025-12-27 00:53:54,,,
